 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20170518        0.225000E-06        0.000000E+00        0.000000E+00        0.116000E+01        0.233000E-01        0.292000E-01        0.104000E-05        0.302042E-03        0.295958E-02        0.320500E-02        0.939000E-01        0.127167E+00        0.828458E-01        0.100000E+01       -0.307500E-17        0.165000E+01        0.165000E+01        0.169000E-03        0.874208E-04        0.236000E+02        0.164000E-01       -0.172000E+03        0.640000E+01
  20170519        0.225000E-06        0.000000E+00        0.000000E+00        0.116000E+01        0.233000E-01        0.293000E-01        0.104000E-05        0.299542E-03        0.293917E-02        0.318542E-02        0.937000E-01        0.126000E+00        0.837167E-01        0.100000E+01       -0.383958E-16        0.165000E+01        0.165000E+01        0.169000E-03        0.873333E-04        0.237000E+02        0.165000E-01       -0.172000E+03        0.640000E+01
  20170520        0.225000E-06        0.000000E+00        0.000000E+00        0.116000E+01        0.234000E-01        0.294000E-01        0.104000E-05        0.297542E-03        0.292375E-02        0.316708E-02        0.933000E-01        0.124875E+00        0.830375E-01        0.100000E+01       -0.195429E-16        0.165000E+01        0.165000E+01        0.169000E-03        0.873958E-04        0.238000E+02        0.166000E-01       -0.172000E+03        0.640000E+01
  20170521        0.225000E-06        0.000000E+00        0.000000E+00        0.116125E+01        0.236000E-01        0.296000E-01        0.104000E-05        0.296333E-03        0.291667E-02        0.314917E-02        0.925000E-01        0.123625E+00        0.799125E-01        0.100000E+01       -0.367917E-16        0.165000E+01        0.165000E+01        0.169000E-03        0.876958E-04        0.240000E+02        0.167000E-01       -0.172000E+03        0.640000E+01
  20170522        0.224000E-06        0.000000E+00        0.000000E+00        0.116125E+01        0.237000E-01        0.298000E-01        0.104000E-05        0.294292E-03        0.290167E-02        0.313167E-02        0.919000E-01        0.122375E+00        0.796292E-01        0.100000E+01       -0.440208E-16        0.165458E+01        0.165500E+01        0.169000E-03        0.877167E-04        0.242000E+02        0.168000E-01       -0.172000E+03        0.640000E+01
  20170523        0.224000E-06        0.000000E+00        0.000000E+00        0.116000E+01        0.237000E-01        0.297000E-01        0.104000E-05        0.290750E-03        0.287083E-02        0.311375E-02        0.921000E-01        0.121167E+00        0.842833E-01        0.100000E+01       -0.144458E-16        0.166000E+01        0.166000E+01        0.169000E-03        0.872708E-04        0.241000E+02        0.169000E-01       -0.172000E+03        0.640000E+01
  20170524        0.224000E-06        0.000000E+00        0.000000E+00        0.116000E+01        0.237000E-01        0.298000E-01        0.104000E-05        0.288542E-03        0.285208E-02        0.309542E-02        0.919000E-01        0.120208E+00        0.847208E-01        0.100000E+01       -0.363083E-16        0.166000E+01        0.166000E+01        0.169000E-03        0.872333E-04        0.242000E+02        0.170000E-01       -0.172000E+03        0.640000E+01
  20170525        0.223000E-06        0.000000E+00        0.000000E+00        0.116000E+01        0.240875E-01        0.301875E-01        0.104000E-05        0.286542E-03        0.287375E-02        0.311875E-02        0.927500E-01        0.119292E+00        0.846458E-01        0.100000E+01       -0.154458E-16        0.166000E+01        0.166000E+01        0.171000E-03        0.884000E-04        0.243000E+02        0.171000E-01       -0.172000E+03        0.640000E+01
  20170526        0.223000E-06        0.000000E+00        0.000000E+00        0.116000E+01        0.242000E-01        0.303000E-01        0.104000E-05        0.285042E-03        0.286458E-02        0.310292E-02        0.923000E-01        0.118375E+00        0.828250E-01        0.100000E+01       -0.303875E-16        0.166000E+01        0.166000E+01        0.171000E-03        0.886208E-04        0.244000E+02        0.172000E-01       -0.172000E+03        0.640000E+01
  20170527        0.223000E-06        0.000000E+00        0.000000E+00        0.115000E+01        0.241000E-01        0.302000E-01        0.104000E-05        0.281500E-03        0.283000E-02        0.308458E-02        0.929000E-01        0.117750E+00        0.884375E-01        0.100000E+01       -0.119125E-16        0.166417E+01        0.166458E+01        0.171000E-03        0.880792E-04        0.242000E+02        0.172000E-01       -0.172000E+03        0.640000E+01
  20170528        0.222250E-06        0.000000E+00        0.000000E+00        0.115875E+01        0.241000E-01        0.303000E-01        0.104000E-05        0.280625E-03        0.282375E-02        0.306542E-02        0.925000E-01        0.117000E+00        0.850500E-01        0.100000E+01       -0.308637E-16        0.167000E+01        0.167000E+01        0.171000E-03        0.884083E-04        0.243000E+02        0.173000E-01       -0.172000E+03        0.640000E+01
  20170529        0.222042E-06        0.000000E+00        0.000000E+00        0.115000E+01        0.240000E-01        0.302000E-01        0.104000E-05        0.277667E-03        0.279625E-02        0.304708E-02        0.930000E-01        0.116083E+00        0.884708E-01        0.100000E+01       -0.169454E-16        0.167000E+01        0.167000E+01        0.171000E-03        0.880750E-04        0.242000E+02        0.174000E-01       -0.172000E+03        0.640000E+01
  20170530        0.221000E-06        0.000000E+00        0.000000E+00        0.116667E+01        0.245000E-01        0.307000E-01        0.104000E-05        0.279458E-03        0.282000E-02        0.303083E-02        0.912000E-01        0.115333E+00        0.757250E-01        0.100000E+01       -0.258333E-16        0.167000E+01        0.167000E+01        0.171000E-03        0.893083E-04        0.247000E+02        0.175000E-01       -0.172000E+03        0.640000E+01
  20170531        0.220000E-06        0.000000E+00        0.000000E+00        0.117417E+01        0.249000E-01        0.312000E-01        0.104000E-05        0.279250E-03        0.282708E-02        0.301583E-02        0.894000E-01        0.113583E+00        0.689958E-01        0.100000E+01       -0.142812E-16        0.167000E+01        0.167000E+01        0.171000E-03        0.899500E-04        0.253000E+02        0.176000E-01       -0.172000E+03        0.640000E+01
  20170601        0.220000E-06        0.000000E+00        0.000000E+00        0.116208E+01        0.249000E-01        0.312000E-01        0.104000E-05        0.274833E-03        0.278625E-02        0.300208E-02        0.895000E-01        0.112083E+00        0.778042E-01        0.100000E+01       -0.207250E-16        0.167333E+01        0.167375E+01        0.171000E-03        0.891042E-04        0.252000E+02        0.177000E-01       -0.172000E+03        0.640000E+01
  20170602        0.219375E-06        0.000000E+00        0.000000E+00        0.117708E+01        0.194417E-01        0.243042E-01        0.104000E-05        0.276375E-03        0.214042E-02        0.227125E-02        0.690625E-01        0.109875E+00        0.662333E-01        0.100000E+01       -0.951250E-17        0.168000E+01        0.168000E+01        0.128000E-03        0.686000E-04        0.254000E+02        0.178000E-01       -0.172000E+03        0.640000E+01
  20170603        0.218000E-06        0.000000E+00        0.000000E+00        0.117125E+01        0.196000E-01        0.245000E-01        0.104000E-05        0.273042E-03        0.209625E-02        0.223417E-02        0.666000E-01        0.106917E+00        0.696958E-01        0.100000E+01       -0.174625E-16        0.168000E+01        0.168000E+01        0.128000E-03        0.674042E-04        0.260000E+02        0.179000E-01       -0.172000E+03        0.640000E+01
  20170604        0.216958E-06        0.000000E+00        0.000000E+00        0.115500E+01        0.197000E-01        0.246000E-01        0.104000E-05        0.267458E-03        0.206000E-02        0.222625E-02        0.661000E-01        0.104333E+00        0.825583E-01        0.100000E+01       -0.424167E-16        0.168000E+01        0.168000E+01        0.128000E-03        0.664750E-04        0.262000E+02        0.180000E-01       -0.172000E+03        0.640000E+01
  20170605        0.217000E-06        0.000000E+00        0.000000E+00        0.112000E+01        0.193000E-01        0.241000E-01        0.104000E-05        0.258292E-03        0.198833E-02        0.221542E-02        0.679000E-01        0.103000E+00        0.109875E+00        0.100000E+01       -0.429483E-16        0.168000E+01        0.168000E+01        0.128000E-03        0.645000E-04        0.256000E+02        0.181000E-01       -0.172000E+03        0.640000E+01
  20170606        0.216500E-06        0.000000E+00        0.000000E+00        0.111000E+01        0.190000E-01        0.238000E-01        0.104000E-05        0.254000E-03        0.195000E-02        0.220333E-02        0.691000E-01        0.103000E+00        0.121125E+00        0.100000E+01        0.143708E-16        0.168000E+01        0.168000E+01        0.128000E-03        0.636708E-04        0.251000E+02        0.182000E-01       -0.172000E+03        0.640000E+01
  20170607        0.215167E-06        0.000000E+00        0.000000E+00        0.111875E+01        0.191000E-01        0.239000E-01        0.104000E-05        0.253833E-03        0.195417E-02        0.218958E-02        0.688000E-01        0.102333E+00        0.115125E+00        0.100000E+01       -0.366106E-16        0.168000E+01        0.168000E+01        0.128000E-03        0.641000E-04        0.252000E+02        0.183000E-01       -0.172000E+03        0.640000E+01
  20170608        0.213583E-06        0.000000E+00        0.000000E+00        0.113000E+01        0.193000E-01        0.241000E-01        0.104000E-05        0.254875E-03        0.196500E-02        0.217750E-02        0.678333E-01        0.101833E+00        0.105458E+00        0.100000E+01       -0.411787E-16        0.168792E+01        0.168833E+01        0.128000E-03        0.648000E-04        0.256000E+02        0.190000E-01       -0.172000E+03        0.640000E+01
  20170609        0.212083E-06        0.000000E+00        0.000000E+00        0.113292E+01        0.195000E-01        0.244000E-01        0.104000E-05        0.254625E-03        0.196750E-02        0.216708E-02        0.670000E-01        0.100708E+00        0.100050E+00        0.100000E+01       -0.274250E-16        0.169000E+01        0.169000E+01        0.128000E-03        0.651875E-04        0.259000E+02        0.196000E-01       -0.172000E+03        0.640000E+01
  20170610        0.211000E-06        0.000000E+00        0.000000E+00        0.112500E+01        0.259292E-01        0.324583E-01        0.104000E-05        0.251167E-03        0.261125E-02        0.290333E-02        0.870875E-01        0.100667E+00        0.106504E+00        0.100000E+01        0.334262E-16        0.169000E+01        0.169000E+01        0.175000E-03        0.872167E-04        0.262000E+02        0.202000E-01       -0.172000E+03        0.640000E+01
  20170611        0.997583E-06        0.414542E-05        0.687500E-07        0.112083E+01        0.259833E-01        0.325792E-01        0.104000E-05        0.248792E-03        0.264750E-02        0.295875E-02        0.913458E-01        0.101750E+00        0.110750E+00        0.100000E+01        0.437258E-16        0.169000E+01        0.169000E+01        0.175000E-03        0.891250E-04        0.256000E+02        0.209000E-01       -0.177000E+02        0.640000E+01
  20170612        0.127125E-05        0.177000E-04        0.288000E-06        0.110458E+01        0.257667E-01        0.323542E-01        0.104000E-05        0.243917E-03        0.268042E-02        0.304625E-02        0.989625E-01        0.103917E+00        0.125833E+00        0.100000E+01        0.602979E-16        0.169000E+01        0.169000E+01        0.175000E-03        0.909583E-04        0.243000E+02        0.215000E-01       -0.818000E+01        0.640000E+01
  20170613        0.147000E-05        0.272833E-04        0.446000E-06        0.114542E+01        0.268750E-01        0.337667E-01        0.104000E-05        0.251458E-03        0.283542E-02        0.310625E-02        0.993333E-01        0.105125E+00        0.923417E-01        0.100000E+01        0.481042E-16        0.169417E+01        0.169458E+01        0.175000E-03        0.970083E-04        0.249000E+02        0.222000E-01       -0.458000E+01        0.640000E+01
  20170614        0.159000E-05        0.331333E-04        0.543125E-06        0.116625E+01        0.277792E-01        0.347792E-01        0.104000E-05        0.254167E-03        0.291917E-02        0.314000E-02        0.991208E-01        0.105042E+00        0.757542E-01        0.100000E+01        0.239208E-16        0.170000E+01        0.170000E+01        0.175000E-03        0.100004E-03        0.254000E+02        0.228000E-01       -0.319000E+01        0.640000E+01
  20170615        0.171000E-05        0.388833E-04        0.635708E-06        0.116042E+01        0.281833E-01        0.353083E-01        0.104000E-05        0.252458E-03        0.294625E-02        0.317208E-02        0.999625E-01        0.104583E+00        0.765375E-01        0.100000E+01        0.666208E-16        0.170000E+01        0.170000E+01        0.175000E-03        0.101958E-03        0.254000E+02        0.235000E-01       -0.227000E+01        0.640000E+01
  20170616        0.179000E-05        0.429708E-04        0.701167E-06        0.117000E+01        0.285333E-01        0.357833E-01        0.104000E-05        0.251208E-03        0.296750E-02        0.319167E-02        0.100958E+00        0.104000E+00        0.752250E-01        0.100000E+01        0.385292E-16        0.170000E+01        0.170000E+01        0.175000E-03        0.102958E-03        0.255000E+02        0.241000E-01       -0.179000E+01        0.640000E+01
  20170617        0.186083E-05        0.462958E-04        0.755792E-06        0.117000E+01        0.289917E-01        0.363875E-01        0.104000E-05        0.250875E-03        0.299667E-02        0.320417E-02        0.100958E+00        0.103208E+00        0.703458E-01        0.100000E+01        0.669750E-16        0.170000E+01        0.170000E+01        0.175000E-03        0.104958E-03        0.257000E+02        0.247000E-01       -0.146000E+01        0.640000E+01
  20170618        0.193875E-05        0.496750E-04        0.811083E-06        0.117042E+01        0.312167E-01        0.391417E-01        0.104000E-05        0.248917E-03        0.320375E-02        0.343292E-02        0.106708E+00        0.102667E+00        0.714167E-01        0.100000E+01        0.376630E-16        0.170000E+01        0.170000E+01        0.189000E-03        0.112667E-03        0.260000E+02        0.254000E-01       -0.118000E+01        0.640000E+01
  20170619        0.199125E-05        0.524458E-04        0.854875E-06        0.117000E+01        0.315917E-01        0.395917E-01        0.104000E-05        0.248000E-03        0.322625E-02        0.344708E-02        0.107958E+00        0.102000E+00        0.692417E-01        0.100000E+01        0.328350E-16        0.170750E+01        0.170792E+01        0.189000E-03        0.113958E-03        0.260000E+02        0.260000E-01       -0.101000E+01        0.640000E+01
  20170620        0.205208E-05        0.553583E-04        0.900583E-06        0.117000E+01        0.318917E-01        0.399625E-01        0.104000E-05        0.246750E-03        0.323667E-02        0.345542E-02        0.108000E+00        0.101542E+00        0.681167E-01        0.100000E+01        0.539583E-17        0.171000E+01        0.171000E+01        0.189000E-03        0.114958E-03        0.261000E+02        0.267000E-01       -0.853000E+00        0.640000E+01
  20170621        0.210000E-05        0.574417E-04        0.934458E-06        0.118000E+01        0.322917E-01        0.404000E-01        0.104000E-05        0.246250E-03        0.325208E-02        0.345708E-02        0.107958E+00        0.100833E+00        0.642125E-01        0.100000E+01        0.766500E-16        0.171000E+01        0.171000E+01        0.189000E-03        0.116000E-03        0.263000E+02        0.273000E-01       -0.749000E+00        0.640000E+01
  20170622        0.214000E-05        0.596708E-04        0.968167E-06        0.117458E+01        0.324500E-01        0.406542E-01        0.104000E-05        0.244167E-03        0.324583E-02        0.346083E-02        0.108042E+00        0.999375E-01        0.666708E-01        0.100000E+01       -0.150833E-17        0.171000E+01        0.171000E+01        0.189000E-03        0.116958E-03        0.263000E+02        0.279000E-01       -0.665000E+00        0.640000E+01
  20170623        0.220000E-05        0.634292E-04        0.102000E-05        0.115333E+01        0.318500E-01        0.399458E-01        0.104000E-05        0.238375E-03        0.319292E-02        0.347167E-02        0.112833E+00        0.100175E+00        0.851042E-01        0.100000E+01        0.450500E-16        0.171000E+01        0.171000E+01        0.189000E-03        0.115333E-03        0.255000E+02        0.286000E-01       -0.585000E+00        0.640000E+01
  20170624        0.224000E-05        0.650833E-04        0.104000E-05        0.117000E+01        0.321875E-01        0.403125E-01        0.104000E-05        0.240333E-03        0.323750E-02        0.346625E-02        0.112000E+00        0.100833E+00        0.717583E-01        0.100000E+01        0.362187E-16        0.171083E+01        0.171125E+01        0.189000E-03        0.117625E-03        0.257000E+02        0.292000E-01       -0.528000E+00        0.640000E+01
  20170625        0.227000E-05        0.665375E-04        0.107000E-05        0.118125E+01        0.326958E-01        0.409958E-01        0.104000E-05        0.241583E-03        0.326917E-02        0.346375E-02        0.111000E+00        0.998500E-01        0.611417E-01        0.100000E+01        0.453392E-16        0.172000E+01        0.172000E+01        0.189000E-03        0.119208E-03        0.261000E+02        0.299000E-01       -0.473000E+00        0.640000E+01
  20170626        0.233000E-05        0.707458E-04        0.111000E-05        0.114083E+01        0.339875E-01        0.427542E-01        0.104000E-05        0.231833E-03        0.343167E-02        0.377833E-02        0.126542E+00        0.100862E+00        0.961542E-01        0.100000E+01       -0.147833E-16        0.172000E+01        0.172000E+01        0.210000E-03        0.126208E-03        0.248000E+02        0.305000E-01       -0.432000E+00        0.640000E+01
  20170627        0.234542E-05        0.709458E-04        0.112667E-05        0.118875E+01        0.351000E-01        0.440125E-01        0.104000E-05        0.239583E-03        0.356667E-02        0.377333E-02        0.123000E+00        0.101667E+00        0.591000E-01        0.100000E+01       -0.229958E-16        0.172000E+01        0.172000E+01        0.210000E-03        0.132000E-03        0.256000E+02        0.311000E-01       -0.398000E+00        0.640000E+01
  20170628        0.237583E-05        0.719083E-04        0.114667E-05        0.119625E+01        0.357958E-01        0.448875E-01        0.104000E-05        0.240375E-03        0.359708E-02        0.376667E-02        0.121042E+00        0.100442E+00        0.494708E-01        0.100000E+01       -0.498546E-16        0.172000E+01        0.172000E+01        0.210000E-03        0.133708E-03        0.261000E+02        0.318000E-01       -0.362000E+00        0.640000E+01
  20170629        0.240375E-05        0.731875E-04        0.116792E-05        0.119292E+01        0.361375E-01        0.452958E-01        0.104000E-05        0.238167E-03        0.358333E-02        0.376333E-02        0.121000E+00        0.991208E-01        0.522958E-01        0.100000E+01       -0.134250E-16        0.172000E+01        0.172000E+01        0.210000E-03        0.133917E-03        0.263000E+02        0.324000E-01       -0.336000E+00        0.640000E+01
  20170630        0.244000E-05        0.751417E-04        0.119000E-05        0.118042E+01        0.361958E-01        0.453708E-01        0.104000E-05        0.234958E-03        0.355542E-02        0.376375E-02        0.121958E+00        0.982542E-01        0.595667E-01        0.100000E+01       -0.136708E-16        0.172625E+01        0.172667E+01        0.210000E-03        0.133000E-03        0.262000E+02        0.331000E-01       -0.310000E+00        0.640000E+01
  20170701        0.246542E-05        0.764583E-04        0.121000E-05        0.118583E+01        0.363958E-01        0.455958E-01        0.104000E-05        0.233792E-03        0.355500E-02        0.375792E-02        0.122000E+00        0.976542E-01        0.585708E-01        0.100000E+01        0.113458E-17        0.173000E+01        0.173000E+01        0.210000E-03        0.134000E-03        0.263000E+02        0.337000E-01       -0.289000E+00        0.640000E+01
  20170702        0.249000E-05        0.778917E-04        0.123000E-05        0.118000E+01        0.364958E-01        0.457875E-01        0.104000E-05        0.232250E-03        0.354583E-02        0.375375E-02        0.122000E+00        0.970875E-01        0.597542E-01        0.100000E+01       -0.112993E-16        0.173000E+01        0.173000E+01        0.210000E-03        0.134000E-03        0.263000E+02        0.343000E-01       -0.271000E+00        0.640000E+01
  20170703        0.252000E-05        0.792417E-04        0.125000E-05        0.118792E+01        0.367208E-01        0.460417E-01        0.104000E-05        0.231208E-03        0.354625E-02        0.374792E-02        0.122000E+00        0.965250E-01        0.581708E-01        0.100000E+01       -0.260275E-16        0.173000E+01        0.173000E+01        0.210000E-03        0.135000E-03        0.264000E+02        0.350000E-01       -0.252000E+00        0.640000E+01
  20170704        0.254000E-05        0.803583E-04        0.127000E-05        0.119250E+01        0.345833E-01        0.433250E-01        0.104000E-05        0.231083E-03        0.330208E-02        0.346958E-02        0.114333E+00        0.955083E-01        0.528792E-01        0.100000E+01        0.320578E-16        0.173000E+01        0.173000E+01        0.190000E-03        0.126333E-03        0.265000E+02        0.356000E-01       -0.238000E+00        0.640000E+01
  20170705        0.256000E-05        0.815500E-04        0.128458E-05        0.118583E+01        0.346708E-01        0.433958E-01        0.104000E-05        0.228417E-03        0.327042E-02        0.345458E-02        0.114000E+00        0.943625E-01        0.578083E-01        0.100000E+01        0.411567E-16        0.173000E+01        0.173000E+01        0.190000E-03        0.125708E-03        0.266000E+02        0.363000E-01       -0.222000E+00        0.640000E+01
  20170706        0.258000E-05        0.831792E-04        0.130000E-05        0.117750E+01        0.345292E-01        0.432917E-01        0.104000E-05        0.225042E-03        0.323958E-02        0.345333E-02        0.115000E+00        0.937958E-01        0.660833E-01        0.100000E+01        0.371750E-16        0.173833E+01        0.173875E+01        0.190000E-03        0.124958E-03        0.264000E+02        0.369000E-01       -0.211000E+00        0.640000E+01
  20170707        0.259000E-05        0.832833E-04        0.131000E-05        0.118875E+01        0.351000E-01        0.439000E-01        0.104000E-05        0.226167E-03        0.326500E-02        0.344042E-02        0.114000E+00        0.930750E-01        0.554583E-01        0.100000E+01        0.797125E-17        0.174000E+01        0.174000E+01        0.190000E-03        0.126583E-03        0.268000E+02        0.375000E-01       -0.200000E+00        0.640000E+01
  20170708        0.261000E-05        0.835958E-04        0.132000E-05        0.119250E+01        0.356000E-01        0.445167E-01        0.104000E-05        0.225333E-03        0.326875E-02        0.343042E-02        0.112000E+00        0.918375E-01        0.519792E-01        0.100000E+01        0.284458E-16        0.174000E+01        0.174000E+01        0.190000E-03        0.127292E-03        0.272000E+02        0.382000E-01       -0.188000E+00        0.640000E+01
  20170709        0.262000E-05        0.843167E-04        0.133000E-05        0.118667E+01        0.358000E-01        0.447958E-01        0.104000E-05        0.222875E-03        0.324833E-02        0.342542E-02        0.112000E+00        0.907000E-01        0.561125E-01        0.100000E+01        0.289297E-16        0.174000E+01        0.174000E+01        0.190000E-03        0.127000E-03        0.273000E+02        0.388000E-01       -0.179000E+00        0.640000E+01
  20170710        0.264083E-05        0.863000E-04        0.135000E-05        0.117000E+01        0.354958E-01        0.444917E-01        0.105000E-05        0.219000E-03        0.320833E-02        0.342542E-02        0.113958E+00        0.902833E-01        0.684958E-01        0.100000E+01        0.139600E-16        0.174000E+01        0.174000E+01        0.190000E-03        0.125958E-03        0.269000E+02        0.395000E-01       -0.170000E+00        0.640000E+01
  20170711        0.266375E-05        0.883375E-04        0.137000E-05        0.116458E+01        0.350958E-01        0.439917E-01        0.105000E-05        0.216000E-03        0.318250E-02        0.342458E-02        0.116000E+00        0.906125E-01        0.751375E-01        0.100000E+01        0.362875E-16        0.174000E+01        0.174000E+01        0.190000E-03        0.125625E-03        0.265000E+02        0.401000E-01       -0.162000E+00        0.640000E+01
  20170712        0.269083E-05        0.911417E-04        0.140000E-05        0.115833E+01        0.327667E-01        0.410833E-01        0.105000E-05        0.213583E-03        0.298875E-02        0.323333E-02        0.114208E+00        0.912667E-01        0.803417E-01        0.100000E+01       -0.431083E-16        0.174250E+01        0.174292E+01        0.176000E-03        0.118708E-03        0.257000E+02        0.408000E-01       -0.154000E+00        0.640000E+01
  20170713        0.270542E-05        0.922250E-04        0.141000E-05        0.116750E+01        0.326917E-01        0.409958E-01        0.105000E-05        0.213875E-03        0.299583E-02        0.321708E-02        0.114750E+00        0.916875E-01        0.738792E-01        0.100000E+01       -0.283713E-16        0.175000E+01        0.175000E+01        0.176000E-03        0.119667E-03        0.256000E+02        0.414000E-01       -0.147000E+00        0.640000E+01
  20170714        0.272375E-05        0.941417E-04        0.143000E-05        0.116333E+01        0.323708E-01        0.405917E-01        0.105000E-05        0.211542E-03        0.298083E-02        0.321583E-02        0.116958E+00        0.920917E-01        0.781375E-01        0.100000E+01       -0.211250E-16        0.175000E+01        0.175000E+01        0.176000E-03        0.119625E-03        0.252000E+02        0.420000E-01       -0.141000E+00        0.640000E+01
  20170715        0.273000E-05        0.942208E-04        0.144000E-05        0.118000E+01        0.327625E-01        0.411000E-01        0.106000E-05        0.213083E-03        0.301542E-02        0.320333E-02        0.115000E+00        0.920458E-01        0.632458E-01        0.100000E+01        0.691542E-17        0.175000E+01        0.175000E+01        0.176000E-03        0.122000E-03        0.256000E+02        0.427000E-01       -0.135000E+00        0.640000E+01
  20170716        0.275000E-05        0.956750E-04        0.145000E-05        0.117292E+01        0.326000E-01        0.409583E-01        0.106000E-05        0.210000E-03        0.299958E-02        0.320167E-02        0.116958E+00        0.917708E-01        0.688417E-01        0.100000E+01       -0.212292E-16        0.175000E+01        0.175000E+01        0.176000E-03        0.121500E-03        0.254000E+02        0.433000E-01       -0.129000E+00        0.640000E+01
  20170717        0.277000E-05        0.977417E-04        0.147000E-05        0.116625E+01        0.323083E-01        0.405917E-01        0.106000E-05        0.207125E-03        0.297500E-02        0.320208E-02        0.118958E+00        0.919708E-01        0.754792E-01        0.100000E+01        0.401167E-17        0.175000E+01        0.175000E+01        0.176000E-03        0.121333E-03        0.249000E+02        0.440000E-01       -0.124000E+00        0.640000E+01
  20170718        0.280000E-05        0.101000E-03        0.150000E-05        0.115458E+01        0.317625E-01        0.398917E-01        0.107000E-05        0.203583E-03        0.294792E-02        0.320500E-02        0.122958E+00        0.928292E-01        0.850250E-01        0.100000E+01       -0.850500E-17        0.175000E+01        0.175000E+01        0.176000E-03        0.120917E-03        0.242000E+02        0.446000E-01       -0.119000E+00        0.640000E+01
  20170719        0.282000E-05        0.103000E-03        0.152000E-05        0.115375E+01        0.312667E-01        0.392917E-01        0.107000E-05        0.201625E-03        0.294250E-02        0.320708E-02        0.126000E+00        0.941292E-01        0.871542E-01        0.100000E+01       -0.211792E-16        0.175000E+01        0.175000E+01        0.176000E-03        0.121375E-03        0.236000E+02        0.452000E-01       -0.115000E+00        0.640000E+01
  20170720        0.284000E-05        0.104833E-03        0.154000E-05        0.117833E+01        0.285125E-01        0.359417E-01        0.108000E-05        0.203083E-03        0.270083E-02        0.289333E-02        0.116458E+00        0.946542E-01        0.709083E-01        0.100000E+01       -0.147825E-16        0.175583E+01        0.175625E+01        0.152000E-03        0.112417E-03        0.234000E+02        0.459000E-01       -0.110000E+00        0.640000E+01
  20170721        0.283000E-05        0.103000E-03        0.153000E-05        0.119958E+01        0.291792E-01        0.366167E-01        0.108000E-05        0.205292E-03        0.273042E-02        0.286042E-02        0.112042E+00        0.936125E-01        0.500042E-01        0.100000E+01       -0.577500E-17        0.176000E+01        0.176000E+01        0.152000E-03        0.113625E-03        0.243000E+02        0.465000E-01       -0.107000E+00        0.640000E+01
  20170722        0.282875E-05        0.101000E-03        0.151500E-05        0.121667E+01        0.301083E-01        0.378000E-01        0.109000E-05        0.205667E-03        0.275458E-02        0.284083E-02        0.107375E+00        0.914167E-01        0.345792E-01        0.100000E+01        0.117283E-16        0.176000E+01        0.176000E+01        0.152000E-03        0.114958E-03        0.254000E+02        0.472000E-01       -0.102000E+00        0.640000E+01
  20170723        0.283000E-05        0.101000E-03        0.152000E-05        0.120375E+01        0.305000E-01        0.382000E-01        0.109000E-05        0.201042E-03        0.271792E-02        0.283042E-02        0.106000E+00        0.891667E-01        0.449292E-01        0.100000E+01       -0.210396E-16        0.176000E+01        0.176000E+01        0.152000E-03        0.113667E-03        0.257000E+02        0.478000E-01       -0.991000E-01        0.640000E+01
  20170724        0.284500E-05        0.102000E-03        0.153000E-05        0.118542E+01        0.304958E-01        0.381958E-01        0.110000E-05        0.195750E-03        0.267667E-02        0.282958E-02        0.106958E+00        0.877917E-01        0.590750E-01        0.100000E+01        0.362587E-17        0.176000E+01        0.176000E+01        0.152000E-03        0.112167E-03        0.257000E+02        0.484000E-01       -0.959000E-01        0.640000E+01
  20170725        0.286000E-05        0.103000E-03        0.154000E-05        0.117208E+01        0.303958E-01        0.380958E-01        0.111000E-05        0.191042E-03        0.265000E-02        0.282792E-02        0.108000E+00        0.872333E-01        0.682375E-01        0.100000E+01        0.215875E-17        0.176000E+01        0.176000E+01        0.152000E-03        0.111958E-03        0.254000E+02        0.491000E-01       -0.924000E-01        0.640000E+01
  20170726        0.287000E-05        0.104000E-03        0.155000E-05        0.117000E+01        0.302958E-01        0.379958E-01        0.112000E-05        0.188000E-03        0.263958E-02        0.282417E-02        0.108958E+00        0.871000E-01        0.703958E-01        0.100000E+01       -0.121021E-16        0.176000E+01        0.176000E+01        0.152000E-03        0.111917E-03        0.253000E+02        0.497000E-01       -0.896000E-01        0.640000E+01
  20170727        0.287000E-05        0.104000E-03        0.155000E-05        0.118000E+01        0.305000E-01        0.382000E-01        0.113000E-05        0.186458E-03        0.264833E-02        0.281500E-02        0.108000E+00        0.868500E-01        0.642250E-01        0.100000E+01        0.145917E-16        0.176000E+01        0.176000E+01        0.152000E-03        0.113000E-03        0.255000E+02        0.504000E-01       -0.865000E-01        0.640000E+01
